age,job,marital,education,make_deposit,y
34,self-employed,single,university.degree,0.441,yes
57,entrepreneur,married,unknown,0.023,no
44,technician,divorced,professional.course,0.018,no
31,blue-collar,single,unknown,0.01,no
55,retired,married,basic.9y,0.011,no
40,admin.,single,high.school,0.012,no
29,services,single,high.school,0.04,no
31,technician,married,university.degree,0.008,no
46,blue-collar,divorced,professional.course,0.004,no
59,admin.,married,unknown,0.009,no
45,services,married,high.school,0.001,no
36,admin.,married,university.degree,0.544,no
60,technician,married,professional.course,0.005,no
42,admin.,single,university.degree,0.221,no
55,blue-collar,married,basic.4y,0.005,no
38,services,divorced,high.school,0.05,no
28,technician,single,professional.course,0.565,yes
32,entrepreneur,married,basic.4y,0.19,no
57,technician,divorced,basic.6y,0.022,no
49,blue-collar,married,basic.4y,0.002,no
28,technician,single,high.school,0.002,no
32,admin.,divorced,high.school,0.149,no
30,technician,single,professional.course,0.127,no
29,entrepreneur,married,basic.4y,0.007,no
25,technician,single,university.degree,0.013,no
34,technician,married,basic.9y,0.434,yes
40,blue-collar,married,basic.6y,0.012,no
52,unemployed,married,high.school,0.003,no
28,admin.,single,high.school,0,no
48,entrepreneur,married,basic.9y,0.056,no
32,blue-collar,married,basic.4y,0,no
41,admin.,single,university.degree,0.006,no
28,admin.,single,high.school,0.164,no
47,admin.,single,basic.9y,0.833,yes
56,retired,divorced,university.degree,0.299,no
31,blue-collar,married,basic.6y,0,no
30,services,married,high.school,0.002,no
44,admin.,married,university.degree,0.485,no
58,self-employed,married,university.degree,0.024,no
37,management,married,unknown,0.488,no
31,blue-collar,married,basic.4y,0.102,no
41,entrepreneur,married,basic.4y,0.001,no
30,admin.,married,high.school,0.079,no
52,management,married,university.degree,0.017,no
31,blue-collar,single,basic.9y,0.314,no
46,housemaid,married,basic.4y,0.002,no
40,management,married,university.degree,0,no
30,technician,single,professional.course,0,no
42,admin.,single,university.degree,0.029,no
33,services,married,high.school,0.001,no
35,services,single,professional.course,0.001,no
31,blue-collar,married,basic.9y,0.007,no
28,technician,single,university.degree,0.227,no
44,technician,married,professional.course,0,no
48,management,married,university.degree,0.002,no
44,blue-collar,married,basic.4y,0,no
47,blue-collar,married,basic.6y,0.008,no
40,admin.,single,high.school,0.079,no
35,self-employed,married,basic.9y,0.007,no
31,technician,single,university.degree,0.307,yes
30,blue-collar,married,basic.4y,0.028,no
32,technician,single,university.degree,0.011,no
47,housemaid,single,professional.course,0.482,yes
34,blue-collar,single,basic.4y,0.389,no
35,admin.,married,high.school,0.002,no
51,blue-collar,married,basic.4y,0.003,no
28,admin.,married,university.degree,0.003,no
33,blue-collar,single,basic.4y,0.57,no
47,blue-collar,married,basic.9y,0,no
45,unknown,married,high.school,0.001,no
34,admin.,married,university.degree,0.014,no
39,technician,single,professional.course,0.012,no
31,blue-collar,married,unknown,0.445,yes
25,admin.,married,high.school,0.055,no
51,technician,married,professional.course,0.029,no
26,technician,single,high.school,0.005,no
23,blue-collar,single,high.school,0.025,no
43,admin.,married,university.degree,0.003,no
49,technician,divorced,high.school,0.003,no
27,admin.,single,university.degree,0.214,no
38,technician,married,university.degree,0.584,yes
33,technician,married,university.degree,0.002,no
31,blue-collar,married,basic.9y,0.042,yes
36,blue-collar,married,basic.6y,0.008,no
32,technician,single,professional.course,0.016,no
38,student,single,unknown,0.022,no
36,blue-collar,married,basic.9y,0.005,no
20,blue-collar,married,basic.4y,0.023,no
41,blue-collar,married,unknown,0.011,no
41,services,single,high.school,0.005,no
33,admin.,single,high.school,0.446,no
35,management,married,university.degree,0.466,no
56,blue-collar,married,basic.4y,0.003,no
33,management,single,university.degree,0.093,no
69,entrepreneur,married,high.school,0.533,no
39,blue-collar,divorced,basic.9y,0.068,no
57,retired,single,university.degree,0.004,no
59,retired,married,basic.9y,0.407,yes
37,blue-collar,single,unknown,0.005,no
40,admin.,married,professional.course,0.087,no
57,blue-collar,divorced,basic.4y,0,no
37,blue-collar,married,professional.course,0.106,no
35,admin.,married,high.school,0.002,no
27,admin.,single,university.degree,0.238,no
28,admin.,married,high.school,0.063,no
58,blue-collar,married,basic.9y,0.005,no
48,entrepreneur,married,university.degree,0,no
35,technician,divorced,professional.course,0.14,no
34,blue-collar,divorced,basic.9y,0.003,no
24,student,single,high.school,0.003,no
43,management,single,high.school,0.002,no
26,technician,single,university.degree,0.116,no
24,services,single,university.degree,0.011,no
29,admin.,married,university.degree,0.001,no
39,services,married,high.school,0.015,no
33,unemployed,married,university.degree,0.002,no
31,housemaid,single,university.degree,0.126,no
50,admin.,married,high.school,0.027,no
48,blue-collar,married,basic.9y,0.006,no
22,student,single,basic.9y,0.022,no
38,housemaid,married,basic.6y,0.003,no
31,technician,single,professional.course,0.001,no
47,management,married,basic.9y,0.317,no
58,retired,married,university.degree,0.219,no
32,admin.,married,university.degree,0,no
33,admin.,married,university.degree,0,no
55,housemaid,married,high.school,0.038,no
59,blue-collar,divorced,basic.4y,0.005,no
31,self-employed,married,university.degree,0.004,no
34,technician,married,professional.course,0.003,no
29,technician,single,university.degree,0.031,no
36,blue-collar,single,basic.4y,0,no
32,technician,single,university.degree,0.633,yes
35,blue-collar,married,basic.6y,0.006,no
45,technician,married,professional.course,0.005,no
23,services,single,professional.course,0.002,no
51,technician,married,university.degree,0.005,no
45,blue-collar,married,basic.4y,0,no
48,unemployed,single,basic.9y,0.738,yes
58,admin.,divorced,university.degree,0.365,no
42,blue-collar,single,basic.4y,0.007,no
48,blue-collar,married,unknown,0.05,no
35,blue-collar,married,basic.9y,0.002,no
34,technician,married,professional.course,0.003,no
45,unknown,married,unknown,0.001,no
42,technician,single,professional.course,0.017,no
32,technician,married,university.degree,0,no
39,admin.,married,high.school,0.007,no
56,entrepreneur,married,university.degree,0,no
29,admin.,single,high.school,0,no
31,blue-collar,single,basic.9y,0.193,no
34,technician,married,professional.course,0.014,no
33,admin.,married,basic.9y,0,no
48,admin.,married,high.school,0.463,yes
41,management,married,university.degree,0.003,no
41,blue-collar,single,basic.4y,0.024,no
31,services,married,basic.6y,0.287,no
36,admin.,divorced,high.school,0.437,yes
42,housemaid,married,basic.4y,0,no
26,technician,single,professional.course,0,no
48,blue-collar,married,unknown,0.014,no
49,blue-collar,married,basic.4y,0.485,no
33,admin.,divorced,university.degree,0.041,no
26,admin.,single,university.degree,0.53,yes
39,blue-collar,single,high.school,0.006,no
46,admin.,divorced,high.school,0.48,no
40,services,married,professional.course,0.726,yes
32,admin.,single,university.degree,0,no
28,admin.,single,university.degree,0.016,no
37,services,married,high.school,0.361,no
31,student,married,high.school,0.28,no
27,student,single,high.school,0.575,yes
31,admin.,single,university.degree,0.039,no
55,entrepreneur,divorced,basic.9y,0.559,yes
38,blue-collar,married,basic.4y,0,no
28,blue-collar,single,basic.4y,0.135,no
25,blue-collar,married,basic.4y,0.163,no
46,blue-collar,married,basic.4y,0.008,no
51,unemployed,married,high.school,0.601,no
59,retired,married,basic.6y,0.016,no
48,technician,divorced,professional.course,0.007,no
40,blue-collar,married,basic.9y,0.003,no
43,blue-collar,divorced,basic.9y,0.007,no
45,services,married,basic.9y,0.002,no
32,technician,married,university.degree,0.002,no
40,services,married,high.school,0.006,no
37,services,divorced,high.school,0.003,no
47,services,married,high.school,0.036,no
38,services,divorced,basic.6y,0.406,yes
53,admin.,divorced,high.school,0.44,yes
24,housemaid,married,basic.9y,0.075,no
52,technician,divorced,university.degree,0.013,no
30,blue-collar,married,basic.6y,0.333,no
28,admin.,single,university.degree,0.01,no
36,technician,single,professional.course,0.035,no
51,admin.,married,university.degree,0,no
29,blue-collar,married,basic.9y,0.29,no
48,admin.,single,university.degree,0.005,no
48,admin.,married,basic.9y,0,no
37,admin.,single,university.degree,0.004,no
36,admin.,married,high.school,0.128,no
25,student,single,university.degree,0.349,yes
33,unemployed,married,high.school,0.009,no
31,blue-collar,married,basic.6y,0.005,no
32,services,married,basic.4y,0.001,no
48,admin.,married,high.school,0.317,no
36,admin.,married,high.school,0.014,no
33,admin.,single,university.degree,0.149,no
34,admin.,single,university.degree,0.969,yes
53,unemployed,divorced,basic.9y,0.012,no
34,technician,married,university.degree,0.004,no
52,self-employed,married,basic.9y,0,no
51,self-employed,married,university.degree,0.015,no
23,self-employed,single,basic.9y,0.05,no
33,unemployed,married,high.school,0.259,no
36,admin.,married,high.school,0.007,no
74,retired,married,high.school,0.103,no
49,blue-collar,married,basic.9y,0.032,no
48,blue-collar,married,basic.4y,0.064,no
50,technician,married,unknown,0.428,no
46,blue-collar,married,basic.4y,0.011,no
59,technician,married,professional.course,0.396,yes
35,admin.,married,high.school,0.002,no
48,blue-collar,married,basic.4y,0.002,no
31,unemployed,married,basic.9y,0.479,yes
26,blue-collar,single,high.school,0.006,no
24,housemaid,married,basic.9y,0.048,no
39,admin.,married,high.school,0.128,no
40,blue-collar,married,high.school,0.001,no
49,admin.,single,university.degree,0.027,no
38,blue-collar,divorced,basic.6y,0.014,no
62,self-employed,married,university.degree,0.103,no
56,management,married,unknown,0,no
45,blue-collar,married,basic.4y,0.001,no
55,management,married,university.degree,0.034,no
42,management,married,university.degree,0.077,no
28,student,single,high.school,0.007,no
36,management,married,university.degree,0.511,yes
53,admin.,single,university.degree,0.865,yes
41,self-employed,married,university.degree,0.006,no
36,admin.,married,high.school,0.027,no
42,blue-collar,divorced,basic.4y,0.006,no
40,technician,married,professional.course,0.9,yes
29,admin.,single,university.degree,0.119,no
32,admin.,single,university.degree,0.248,yes
47,entrepreneur,divorced,high.school,0.099,no
32,blue-collar,married,basic.9y,0.173,yes
30,technician,single,professional.course,0.009,no
30,services,married,high.school,0.006,no
34,blue-collar,married,basic.4y,0.001,no
27,student,single,university.degree,0.829,yes
39,housemaid,married,basic.4y,0.007,no
54,blue-collar,married,high.school,0.006,no
36,management,married,university.degree,0.179,no
41,blue-collar,married,unknown,0.006,no
29,admin.,married,university.degree,0.015,no
53,admin.,married,university.degree,0.001,no
31,admin.,divorced,university.degree,0.222,yes
49,entrepreneur,married,university.degree,0.022,no
57,services,married,high.school,0.004,no
39,blue-collar,married,basic.9y,0,no
43,technician,married,professional.course,0.004,no
28,admin.,single,university.degree,0.003,no
36,technician,single,professional.course,0.013,no
30,management,single,university.degree,0.004,no
42,admin.,divorced,high.school,0.002,no
38,self-employed,single,university.degree,0.011,no
30,student,single,basic.9y,0.012,no
47,services,married,university.degree,0.004,no
34,technician,married,basic.9y,0.047,no
56,blue-collar,divorced,basic.9y,0.377,yes
45,admin.,divorced,professional.course,0.005,no
49,admin.,single,university.degree,0.15,no
33,technician,single,university.degree,0.473,no
41,admin.,married,basic.6y,0.037,no
36,admin.,single,university.degree,0.004,no
31,technician,single,university.degree,0.558,no
35,admin.,married,university.degree,0.026,no
53,services,married,basic.9y,0.018,no
35,technician,married,professional.course,0.629,yes
32,technician,divorced,university.degree,0.236,no
25,admin.,single,university.degree,0.02,no
53,admin.,married,university.degree,0.003,no
31,admin.,married,high.school,0,no
32,student,single,university.degree,0.007,no
36,admin.,married,university.degree,0.003,no
52,management,married,university.degree,0.307,yes
31,blue-collar,married,basic.9y,0.006,no
41,technician,divorced,professional.course,0.005,no
26,blue-collar,single,basic.9y,0.005,no
52,services,divorced,high.school,0.002,no
29,admin.,married,university.degree,0.175,no
34,admin.,single,university.degree,0,no
48,entrepreneur,married,university.degree,0.639,yes
52,services,married,high.school,0.066,no
58,retired,divorced,university.degree,0.008,no
30,admin.,divorced,high.school,0.015,no
34,admin.,married,university.degree,0.004,no
42,technician,married,university.degree,0.001,no
48,technician,single,unknown,0.003,no
29,services,divorced,high.school,0.36,no
38,entrepreneur,married,basic.6y,0.01,no
32,admin.,single,university.degree,0.006,no
57,entrepreneur,married,basic.9y,0.177,yes
33,technician,single,professional.course,0.199,no
46,retired,married,basic.4y,0.193,no
36,blue-collar,married,basic.4y,0,no
53,admin.,married,high.school,0.235,no
60,retired,married,university.degree,0.001,no
53,retired,married,high.school,0.029,no
25,student,single,high.school,0.004,no
32,services,single,high.school,0.008,no
51,housemaid,married,basic.4y,0.001,no
48,admin.,divorced,high.school,0.042,no
45,admin.,single,high.school,0.074,no
32,technician,single,professional.course,0.025,no
33,technician,married,university.degree,0.19,no
34,admin.,married,university.degree,0,no
